,5. Students % Hispanic: ,6. Students % White:,8. Students % Asian:,11. Students % Economically Disadvantaged:,16. Students % Gifted and Talented Education:,17. Attendance Rate (2017-18):,18. Annual Dropout Rate Gr. 9-12 (2017-18):,47. Staff % Teachers:,54. Staff % Minority:,57. Teacher % With 5 or Fewer Years of Experience: ,60. Teacher Turnover Rate:,78. Operating Revenue % Federal:,92. Expenditures % Basic Education Services: ,94. Expenditures % State Compensatory Education:,Racial Dif Stu/Tea,target,"DISTSIZE_1,000 to 1,599","DISTSIZE_1,600 to 2,999","DISTSIZE_10,000 to 24,999","DISTSIZE_25,000 to 49,999","DISTSIZE_3,000 to 4,999","DISTSIZE_5,000 to 9,999","DISTSIZE_50,000 and over",DISTSIZE_500 to 999,DISTSIZE_Under 500,COMMTYPE_Charters,COMMTYPE_Independent Town,COMMTYPE_Major Suburban,COMMTYPE_Major Urban,COMMTYPE_Non-metropolitan Fast Growing,COMMTYPE_Non-metropolitan Stable,COMMTYPE_Other Central City,COMMTYPE_Other Central City Suburban,COMMTYPE_Rural
239,68.0,8.0,1.3,76.9,5.0,95.6,0.6,57.9,77.0,85.9,46.9,7.6,53.8,3.6,10.3375,32.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
240,32.2,23.2,1.6,40.6,0.0,95.9,0.0,61.3,49.8,62.7,29.7,2.7,42.4,2.1,12.875000000000005,40.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,49.8,13.1,4.5,63.2,5.5,96.0,0.1,63.3,69.8,86.7,32.9,6.7,51.5,7.8,11.3375,40.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
242,55.5,12.7,11.8,65.4,7.5,95.0,0.9,51.5,45.3,42.8,18.1,9.4,40.1,7.7,24.84375,47.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
243,25.0,3.7,1.1,67.3,4.7,95.7,1.1,51.3,71.7,43.0,21.0,11.0,46.6,9.4,13.525000000000002,42.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
244,69.6,5.6,1.3,86.2,15.0,95.3,2.9,49.0,77.2,45.9,19.1,18.5,44.8,12.2,19.950000000000006,44.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
245,19.6,2.1,0.3,74.9,7.5,95.2,1.5,54.0,82.3,44.0,26.3,15.7,44.0,7.6,9.356250000000003,34.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
246,53.5,3.3,1.2,78.3,5.1,93.9,0.4,47.5,74.3,50.7,20.8,11.7,42.4,8.6,20.06875,38.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
247,51.0,17.9,9.1,64.9,8.0,95.8,1.0,50.2,48.1,33.6,14.3,12.2,46.6,7.0,17.825000000000006,50.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
248,64.9,11.3,3.3,76.5,6.3,94.7,1.5,50.1,58.9,48.8,20.7,11.6,43.8,9.9,21.5375,46.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
249,5.6,83.0,7.5,0.0,13.0,96.6,0.1,53.8,19.9,21.4,16.3,1.3,58.0,0.1,3.3374999999999995,82.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
250,72.1,9.0,3.4,74.7,13.2,96.0,0.9,55.1,55.2,44.4,20.5,11.6,38.2,13.9,23.2,42.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
251,19.8,1.6,0.2,88.1,8.5,96.1,0.1,47.4,86.6,35.1,22.5,12.6,38.1,9.0,7.98125,45.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
252,58.1,13.0,1.4,78.0,6.0,96.3,1.4,50.4,42.8,41.2,16.3,11.1,46.5,8.7,24.88125,43.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
253,37.8,29.8,7.0,55.7,9.9,95.3,2.4,51.4,41.8,40.4,16.8,10.6,49.2,11.2,19.668750000000006,54.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
254,11.5,52.0,22.9,15.2,10.3,97.2,0.2,55.0,14.9,23.5,14.1,3.9,56.7,1.8,13.150000000000002,72.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
255,13.4,29.2,49.8,10.0,15.6,96.8,0.1,60.0,20.5,35.8,12.8,3.3,53.6,1.5,16.831249999999994,80.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
256,67.6,28.7,0.0,63.9,5.6,95.5,0.0,47.7,31.9,24.6,62.2,6.3,44.7,6.8,29.775,25.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
257,31.2,65.4,0.4,32.3,7.3,97.4,0.0,54.6,26.9,16.7,13.6,4.8,37.2,7.4,14.849999999999998,83.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
258,82.9,12.4,0.8,75.6,7.9,94.3,0.5,39.8,58.7,41.3,32.9,14.0,35.3,17.1,23.6,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
259,40.9,55.2,0.8,54.8,8.7,96.5,0.0,51.7,17.9,9.8,10.1,8.3,30.0,10.5,18.425,61.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
260,88.8,9.9,0.3,81.4,3.1,95.2,2.6,49.5,53.7,35.9,16.1,16.4,39.4,14.5,29.23125,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
261,13.5,71.1,0.6,67.7,10.5,95.5,0.4,49.2,12.2,33.6,27.6,10.9,38.6,11.5,9.09375,46.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
262,8.3,51.8,3.0,88.1,3.6,95.7,0.0,44.3,13.7,37.1,25.8,13.4,34.1,15.7,19.637500000000006,34.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
263,51.1,23.6,0.7,85.4,0.0,95.2,0.8876879699248121,71.1,29.3,72.9,42.6,10.4,49.1,8.4,26.71875,28.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
264,24.2,31.6,30.7,3.4,9.2,96.2,0.5,69.5,19.9,39.4,15.0,0.9,56.5,1.5,17.306250000000002,66.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
265,31.1,46.7,3.4,45.5,10.9,96.0,0.3,57.9,28.9,31.1,12.3,7.3,45.2,8.2,13.9,54.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266,29.9,39.8,14.6,34.8,11.3,96.2,0.7,57.3,25.5,26.4,12.8,7.4,50.7,3.5,15.95625,60.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
267,47.8,46.0,0.3,57.0,7.0,96.2,0.0,56.8,17.6,34.4,26.8,7.7,40.0,9.0,21.5375,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
268,29.1,64.5,0.5,37.8,5.9,95.9,0.0,53.1,15.2,29.8,13.0,4.5,45.1,3.8,11.88125,48.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,28.3,65.5,0.6,39.1,7.8,96.3,0.4,51.7,10.1,24.4,17.4,3.9,42.9,6.1,13.681250000000002,49.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
270,17.7,70.1,0.4,29.6,6.8,96.1,0.0,61.5,10.8,31.6,14.5,3.2,57.8,5.7,9.58125,58.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
271,27.8,63.7,0.7,42.8,4.5,95.4,0.7,42.6,15.9,31.1,26.8,12.3,32.8,4.0,13.95625,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
272,12.5,79.7,3.0,9.6,9.6,96.6,0.0,55.9,8.4,24.4,13.5,0.9,52.2,2.7,6.975,72.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
273,21.9,62.2,4.3,20.9,10.1,95.8,0.8,63.8,12.0,32.1,14.2,4.1,54.0,2.8,11.974999999999998,63.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
274,31.1,52.0,2.3,44.7,7.8,95.8,0.5,49.4,17.0,28.6,12.6,7.9,45.1,4.0,18.4375,52.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
275,38.3,36.2,3.9,45.0,5.9,96.0,0.3,54.2,36.3,36.3,15.0,8.5,49.6,3.6,16.79375,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
276,48.5,37.4,0.4,60.2,4.8,94.8,0.0,45.8,34.8,31.7,18.1,11.9,42.1,8.0,22.0875,44.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
277,38.3,58.4,0.0,61.7,4.7,97.0,0.0,61.3,34.2,52.7,17.6,6.3,32.5,18.2,7.499999999999999,40.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
278,64.9,26.2,0.3,69.8,3.2,95.0,0.4,41.1,31.8,27.3,21.2,17.3,28.2,9.9,30.793750000000006,40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
279,50.6,46.1,0.0,61.7,5.5,95.3,0.0,50.6,28.1,49.7,28.5,5.0,47.2,8.5,15.125,33.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
280,44.1,49.8,0.4,61.6,8.2,96.3,0.0,52.3,14.8,46.0,19.1,5.7,40.9,6.5,22.500000000000004,44.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
281,44.3,52.6,0.0,82.5,10.3,96.9,0.0,37.9,36.6,41.6,42.3,6.5,32.4,8.1,18.05,46.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
282,93.5,5.3,0.4,77.6,7.4,93.4,2.8,42.1,91.8,27.8,12.4,12.2,39.3,12.1,4.45,38.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
283,12.6,72.8,0.0,54.5,8.3,96.3,0.0,51.8,10.7,29.1,17.8,7.7,37.8,11.8,7.899999999999999,54.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
284,24.3,71.2,0.9,75.7,0.0,94.9,0.0,61.7,0.0,17.6,6.6,5.9,39.9,8.4,13.89375,60.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
285,99.7,0.3,0.0,82.1,6.0,93.1,0.8,46.6,94.9,18.1,22.6,12.6,27.5,10.2,3.450000000000001,33.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
286,97.9,1.9,0.1,80.1,6.3,92.8,0.5,54.0,91.6,31.6,16.0,22.4,34.7,16.2,7.418750000000002,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287,90.9,8.4,0.2,74.4,6.9,94.1,2.2,46.5,76.6,36.3,23.9,14.9,32.3,15.1,14.750000000000005,34.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
288,17.9,76.3,1.2,57.2,3.9,96.2,0.7,54.2,6.4,21.0,12.6,7.5,46.2,7.1,9.9,58.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
289,26.8,69.9,1.1,58.4,5.8,95.1,0.3,54.2,9.6,32.8,17.7,7.6,44.2,9.4,12.668749999999998,49.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
290,34.5,62.5,0.0,70.7,3.0,96.2,0.0,44.6,13.4,18.5,29.7,19.6,27.7,6.8,14.550000000000002,35.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
291,24.8,70.8,0.6,76.6,6.6,94.4,0.9,51.5,16.2,36.7,30.1,13.5,35.3,15.7,9.45,32.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
292,19.9,75.9,0.6,70.5,1.2,95.7,0.0,51.6,14.0,42.7,17.6,11.9,36.2,11.8,10.587499999999997,40.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
293,76.3,17.3,0.9,56.4,9.0,93.5,3.8,52.4,56.3,45.6,21.2,9.9,51.1,6.8,18.1375,32.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,76.6,23.4,0.0,70.6,5.6,95.7,0.0,51.6,53.7,39.7,57.5,7.7,31.0,11.6,26.5,28.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
295,42.3,54.8,0.0,71.3,3.9,96.4,0.0,55.0,17.4,55.6,22.6,9.8,38.7,13.5,20.075,46.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
296,66.0,3.6,0.0,98.2,3.6,95.4,0.5,47.7,65.2,67.0,32.8,12.6,46.0,12.7,20.3,21.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297,36.7,60.2,0.0,65.7,2.5,95.6,0.0,55.3,23.1,28.1,17.1,7.7,47.8,7.3,10.93125,39.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
298,56.4,28.9,0.4,73.1,7.9,95.4,0.3,54.0,26.2,36.2,19.6,12.4,43.9,7.6,27.90625,44.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
299,70.3,21.7,0.4,80.3,4.8,95.5,0.9,47.6,43.9,58.7,27.0,5.8,41.2,5.7,26.65625,36.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300,32.1,52.3,0.0,66.8,3.5,96.0,2.7,47.5,27.9,38.0,31.5,6.8,37.6,10.6,16.3625,42.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
301,21.8,64.5,1.1,22.7,5.9,96.1,1.1,53.6,18.3,25.2,13.5,5.0,47.3,2.6,11.03125,57.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
302,34.3,37.7,0.0,69.4,2.6,96.1,1.3,52.8,33.1,22.1,12.5,8.1,45.7,10.6,20.95,25.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
303,42.1,53.5,0.4,57.9,3.0,96.8,0.0,49.4,15.3,27.3,18.1,7.1,40.8,8.4,18.175,54.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
304,36.8,35.2,0.8,48.5,7.9,96.4,0.8,46.3,31.0,36.4,21.6,7.0,43.0,3.9,21.09375,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
305,33.8,48.9,0.5,47.5,5.5,95.9,1.3,49.5,28.4,27.2,13.4,5.4,43.9,7.4,16.793750000000006,52.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
306,20.8,74.6,0.5,41.0,3.3,95.7,0.0,46.6,11.8,20.8,23.6,6.4,46.2,4.4,9.50625,47.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307,86.9,8.4,1.1,57.0,0.0,96.6,0.0,58.0,78.3,58.8,31.5,8.2,47.0,11.0,9.937500000000002,54.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
308,99.1,0.9,0.0,94.5,0.0,88.4,0.5,45.5,93.2,63.6,8.4,5.8,40.0,19.6,2.75,37.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
309,93.9,4.7,0.3,66.9,0.0,83.5,10.1,48.6,84.3,58.8,40.9,6.0,28.7,27.6,1.8687500000000008,33.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
310,75.0,18.4,0.7,71.3,10.4,95.8,0.0,64.9,69.6,67.3,17.2,9.9,55.0,9.3,7.718750000000001,51.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
311,95.0,3.6,0.1,86.6,4.1,95.9,0.6,45.2,93.2,38.2,16.6,17.3,38.0,12.1,2.2562499999999988,42.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
312,83.7,9.4,1.2,74.6,12.8,94.8,2.4,49.7,82.0,24.9,10.9,16.2,46.8,11.0,6.500000000000001,47.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
313,99.2,0.8,0.0,90.2,5.4,95.2,1.6,46.8,92.1,21.4,7.5,16.1,34.7,17.9,6.850000000000001,46.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
314,99.5,0.4,0.0,92.2,5.4,94.8,2.8,41.4,95.0,37.2,11.3,18.0,34.3,13.9,3.899999999999999,41.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
315,94.7,3.1,0.3,79.9,7.2,95.5,1.8,43.8,90.9,23.6,8.0,16.4,42.4,10.7,4.850000000000001,53.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316,96.9,2.5,0.0,100.0,8.6,96.1,0.8,45.4,87.2,56.8,20.4,17.4,37.1,9.9,7.300000000000002,46.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
317,93.4,4.6,0.4,65.9,10.4,96.1,0.5,45.7,86.7,26.2,9.9,15.4,44.2,9.7,7.312500000000003,50.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
318,99.7,0.2,0.0,93.8,5.0,95.9,2.5,40.9,93.3,42.1,14.1,13.6,36.5,12.7,6.637500000000001,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
319,92.2,3.8,0.6,73.9,5.9,95.7,1.1,49.5,92.2,30.1,9.2,12.9,44.8,7.8,3.3000000000000003,54.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
320,51.3,34.6,0.7,58.1,0.0,92.1,3.7,37.4,38.5,51.7,31.4,4.5,72.4,6.2,11.675,38.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
321,48.4,45.1,1.6,100.0,0.0,88.5,1.9,54.5,23.9,32.8,21.3,11.2,30.8,14.9,15.95,23.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
322,58.5,38.7,0.5,73.1,8.7,96.1,0.0,47.5,21.6,38.4,26.3,12.2,35.3,13.1,27.15625,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
323,34.1,60.4,1.4,46.0,6.6,95.7,0.1,55.5,13.0,25.7,13.0,8.5,40.5,6.6,14.412499999999998,54.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
324,17.4,78.4,0.4,31.8,2.5,96.0,0.0,59.2,5.0,26.0,25.0,5.1,51.4,6.6,8.987499999999997,59.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
325,51.3,48.0,0.0,50.9,6.8,96.9,0.0,56.9,14.7,59.2,11.5,6.3,46.4,6.8,25.925,49.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
326,61.6,18.6,0.2,87.1,5.9,96.3,0.6,46.3,59.1,59.5,43.6,11.4,37.9,14.1,26.225,40.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
327,33.6,8.0,0.5,99.7,5.5,94.3,2.1,43.3,55.3,44.6,28.2,17.8,34.2,12.7,23.51875,19.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
328,34.2,49.2,0.1,58.0,6.9,94.7,2.3,47.4,26.5,25.2,20.5,9.4,41.3,11.2,19.643750000000004,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
329,27.9,57.8,0.6,68.1,4.8,96.3,0.6,43.6,13.2,38.1,24.2,22.4,32.5,7.4,14.843750000000002,38.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330,7.8,88.3,0.5,40.7,2.6,97.0,0.0,63.1,0.0,18.3,6.7,5.7,45.9,9.8,4.968750000000001,61.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
331,8.1,85.0,1.5,58.8,0.4,95.9,1.1,51.7,2.2,25.0,12.5,6.4,43.1,9.4,6.168749999999998,37.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
332,21.4,63.3,0.0,60.0,6.8,96.3,0.0,47.9,6.3,18.2,20.2,10.6,42.9,8.7,13.9,46.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
333,18.8,71.9,0.0,57.2,7.6,95.4,0.3,52.8,10.8,23.0,17.0,6.6,45.4,6.4,10.5375,40.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
334,11.8,79.2,1.2,53.7,11.2,96.5,0.0,50.3,7.5,40.7,26.9,6.9,39.5,9.0,4.949999999999998,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
335,20.5,74.5,0.3,39.5,9.7,95.7,1.2,51.3,15.8,28.7,9.8,6.6,41.8,9.6,11.15625,46.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
336,9.2,86.3,0.2,48.6,2.6,95.8,0.0,72.5,2.7,30.4,24.8,6.6,50.0,6.8,4.087500000000001,54.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
337,55.2,39.2,0.2,56.8,10.7,96.9,0.0,59.3,18.9,33.2,18.0,5.9,43.3,7.4,26.5375,65.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
338,38.1,49.6,0.3,55.7,7.7,95.9,0.9,59.5,13.7,35.9,14.7,12.1,40.0,7.3,20.78125,50.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
339,42.0,39.0,0.7,58.3,7.6,96.4,1.2,52.2,21.8,35.5,16.4,9.3,47.0,9.1,23.98125,41.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
340,16.3,79.7,0.4,31.1,7.6,96.2,0.0,54.3,5.4,59.7,30.4,4.6,37.8,5.1,4.824999999999998,55.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
341,25.5,66.7,0.0,41.2,2.2,97.1,0.0,52.6,12.9,40.8,20.1,4.3,48.8,5.2,9.675,59.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
342,28.0,68.6,0.0,44.6,3.0,96.2,0.0,53.0,18.2,17.1,20.4,5.4,41.6,7.7,11.950000000000005,44.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
343,48.2,43.5,0.0,67.1,4.7,95.6,2.8,47.8,28.7,28.2,24.5,7.2,31.4,7.1,23.350000000000005,46.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
344,81.2,14.2,0.0,80.8,3.4,95.5,0.0,47.8,51.9,34.9,28.1,10.7,29.6,14.8,26.6,38.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
345,77.1,20.4,0.2,79.8,2.0,95.7,4.1,49.1,34.8,22.7,10.8,7.7,39.0,15.7,24.825,33.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
346,41.1,50.2,1.4,70.3,3.3,95.9,0.0,51.7,20.0,33.0,3.4,13.7,29.7,9.4,15.687499999999998,37.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
347,43.0,27.0,7.0,45.2,8.3,95.6,0.7,51.8,50.6,36.0,12.5,9.2,51.7,4.5,16.037499999999998,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
348,47.2,47.8,0.4,41.4,2.3,96.6,0.4,56.2,20.2,12.5,9.0,5.2,48.2,4.5,20.625000000000004,57.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
349,26.5,16.2,26.4,43.2,6.8,96.7,0.9,46.6,63.4,33.1,13.9,9.7,45.0,5.0,11.5375,59.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
350,46.5,3.6,5.9,72.7,4.5,95.8,1.6,50.4,79.0,49.6,20.4,10.0,47.5,3.7,15.5375,43.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
351,24.6,65.2,1.0,59.9,6.0,95.9,0.2,53.8,20.6,34.0,17.9,9.2,42.4,7.8,11.36875,47.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
352,24.7,55.0,1.3,53.8,3.4,96.3,0.9,56.5,15.3,19.9,9.8,13.1,42.3,4.8,19.0125,49.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
353,30.9,53.4,0.2,62.1,8.9,94.6,0.4,49.6,19.9,24.3,16.4,7.6,37.3,9.4,18.0,49.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
354,19.4,66.7,0.2,64.6,6.7,95.0,0.0,53.2,13.9,28.2,24.7,8.2,40.1,10.0,12.374999999999995,41.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
355,89.7,9.1,0.6,81.4,8.5,94.9,1.3,45.2,73.4,48.9,28.2,14.9,36.1,12.8,17.3,34.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
356,94.1,4.8,0.3,81.0,5.1,94.7,0.3,44.8,78.8,43.7,23.7,19.5,35.2,12.9,15.10625,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
357,79.3,12.8,0.0,77.8,7.2,94.9,1.8,43.2,45.4,18.5,17.1,10.3,46.4,12.2,35.8,33.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
358,39.4,60.6,0.0,55.5,5.1,95.3,0.0,51.9,21.3,2.9,21.3,4.8,45.6,6.2,16.8,49.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
359,50.3,47.1,0.5,54.4,4.3,95.7,0.6,48.5,33.5,27.6,16.1,5.5,47.8,7.7,16.699999999999996,44.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
360,57.6,26.6,2.0,71.5,4.5,96.4,0.0,47.6,37.9,44.3,23.7,11.9,42.5,10.9,22.2625,34.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
361,51.0,27.9,2.1,64.6,5.4,94.7,2.2,50.6,39.8,38.3,19.8,11.9,43.4,9.1,19.599999999999994,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
362,43.8,27.7,2.2,76.0,5.3,93.4,2.7,43.7,51.9,44.0,20.2,18.2,38.4,11.2,16.1875,46.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
363,8.5,81.7,1.4,100.0,4.2,94.7,0.0,41.4,0.0,16.7,48.1,20.4,35.5,8.9,7.399999999999999,64.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
364,39.2,24.9,0.4,77.9,3.0,92.0,3.4,43.9,49.6,43.9,23.6,13.2,31.1,9.1,16.431250000000002,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
365,30.8,22.3,0.3,79.7,4.4,94.2,0.5,43.2,46.8,56.4,25.9,28.4,27.4,17.6,21.26875,33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
366,21.8,74.5,0.5,45.4,4.8,94.8,1.8,42.7,15.1,30.7,16.0,8.9,34.2,7.1,8.36875,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
367,31.4,45.8,9.6,28.7,10.8,95.5,0.5,49.2,30.3,30.3,15.4,5.8,50.9,4.3,13.331249999999995,60.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
